leaf_path	block_idx	runnability	label	sc_code	level	block_line	leaf_line	expected_violation	message
07_Control-Flow-and-Compound-Commands/09_Brace-grouping.md	2	RUNNABLE	MIXED	SC1072	error	15	43	0	Missing '}'. Fix any mentioned problems and try again.
07_Control-Flow-and-Compound-Commands/09_Brace-grouping.md	3	RUNNABLE	NEUTRAL	SC1128	error	2	53	0	The shebang must be on the first line. Delete blanks and move comments.
07_Control-Flow-and-Compound-Commands/10_and-short-circuits.md	1	RUNNABLE	NEUTRAL	SC2154	warning	2	29	0	dir is referenced but not assigned.
07_Control-Flow-and-Compound-Commands/10_and-short-circuits.md	2	RUNNABLE	MIXED	SC2154	warning	2	48	0	file is referenced but not assigned (for output from commands, use "$(file ...)" ).
07_Control-Flow-and-Compound-Commands/10_and-short-circuits.md	3	RUNNABLE	RIGHT	SC2154	warning	2	64	0	file is referenced but not assigned (for output from commands, use "$(file ...)" ).
07_Control-Flow-and-Compound-Commands/10_and-short-circuits.md	4	RUNNABLE	RIGHT	SC2154	warning	2	75	0	file is referenced but not assigned (for output from commands, use "$(file ...)" ).
07_Control-Flow-and-Compound-Commands/12_return.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	26	0	The shebang must be on the first line. Delete blanks and move comments.
07_Control-Flow-and-Compound-Commands/13_exit.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	27	0	The shebang must be on the first line. Delete blanks and move comments.
07_Control-Flow-and-Compound-Commands/13_exit.md	2	RUNNABLE	NEUTRAL	SC1128	error	2	55	0	The shebang must be on the first line. Delete blanks and move comments.
07_Control-Flow-and-Compound-Commands/14_true-false.md	1	RUNNABLE	NEUTRAL	SC1128	error	3	29	0	The shebang must be on the first line. Delete blanks and move comments.
08_Conditional-Expressions-and-Arithmetic/03_File-comparison-operators.md	1	DESTRUCTIVE	MIXED	SC1128	error	2	27	0	The shebang must be on the first line. Delete blanks and move comments.
08_Conditional-Expressions-and-Arithmetic/04_String-operators.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	30	0	The shebang must be on the first line. Delete blanks and move comments.
08_Conditional-Expressions-and-Arithmetic/06_Regex-matching-with.md	2	RUNNABLE	NEUTRAL	SC2076	warning	4	39	0	Remove quotes from right-hand side of =~ to match as a regex rather than literally.
08_Conditional-Expressions-and-Arithmetic/07_Logical-operators-and-grouping.md	1	RUNNABLE	MIXED	SC1128	error	2	30	0	The shebang must be on the first line. Delete blanks and move comments.
08_Conditional-Expressions-and-Arithmetic/07_Logical-operators-and-grouping.md	1	RUNNABLE	MIXED	SC1090	warning	8	36	0	ShellCheck can't follow non-constant source. Use a directive to specify location.
08_Conditional-Expressions-and-Arithmetic/07_Logical-operators-and-grouping.md	1	RUNNABLE	MIXED	SC2154	warning	16	44	0	dir is referenced but not assigned.
08_Conditional-Expressions-and-Arithmetic/07_Logical-operators-and-grouping.md	1	RUNNABLE	MIXED	SC2154	warning	16	44	0	force is referenced but not assigned.
08_Conditional-Expressions-and-Arithmetic/08_Quoting-rules-inside.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	29	0	The shebang must be on the first line. Delete blanks and move comments.
08_Conditional-Expressions-and-Arithmetic/08_Quoting-rules-inside.md	1	RUNNABLE	NEUTRAL	SC2053	warning	12	39	0	Quote the right-hand side of == in [[ ]] to prevent glob matching.
08_Conditional-Expressions-and-Arithmetic/08_Quoting-rules-inside.md	1	RUNNABLE	NEUTRAL	SC2075	error	19	46	0	Escaping \\< is required in [..], but invalid in [[..]]
08_Conditional-Expressions-and-Arithmetic/08_Quoting-rules-inside.md	1	RUNNABLE	NEUTRAL	SC2076	warning	25	52	0	Remove quotes from right-hand side of =~ to match as a regex rather than literally.
08_Conditional-Expressions-and-Arithmetic/11_Integer-types-overflow-base-prefixes.md	1	RUNNABLE	RIGHT	SC1128	error	2	27	0	The shebang must be on the first line. Delete blanks and move comments.
08_Conditional-Expressions-and-Arithmetic/12_Floating-point-workarounds.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	24	0	The shebang must be on the first line. Delete blanks and move comments.
08_Conditional-Expressions-and-Arithmetic/12_Floating-point-workarounds.md	1	RUNNABLE	NEUTRAL	SC2034	warning	10	32	0	cents appears unused. Verify use (or export if used externally).
08_Conditional-Expressions-and-Arithmetic/13_let-builtin.md	1	RUNNABLE	MIXED	SC1128	error	2	25	0	The shebang must be on the first line. Delete blanks and move comments.
09_Functions/02_Argument-passing.md	2	ANTIPATTERN	WRONG	SC2068	error	8	64	1	Double quote array expansions to avoid re-splitting elements.
09_Functions/03_local-and-scope.md	2	RUNNABLE	NEUTRAL	SC2034	warning	3	46	0	name appears unused. Verify use (or export if used externally).
09_Functions/03_local-and-scope.md	2	RUNNABLE	NEUTRAL	SC2034	warning	4	47	0	count appears unused. Verify use (or export if used externally).
09_Functions/03_local-and-scope.md	2	RUNNABLE	NEUTRAL	SC2034	warning	5	48	0	files appears unused. Verify use (or export if used externally).
09_Functions/03_local-and-scope.md	2	RUNNABLE	NEUTRAL	SC2034	warning	6	49	0	meta appears unused. Verify use (or export if used externally).
09_Functions/03_local-and-scope.md	2	RUNNABLE	NEUTRAL	SC2034	warning	7	50	0	pi appears unused. Verify use (or export if used externally).
09_Functions/03_local-and-scope.md	2	RUNNABLE	NEUTRAL	SC2034	warning	8	51	0	ref appears unused. Verify use (or export if used externally).
09_Functions/03_local-and-scope.md	3	RUNNABLE	NEUTRAL	SC2034	warning	4	73	0	out appears unused. Verify use (or export if used externally).
09_Functions/04_Return-value-via-return-N.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	27	0	The shebang must be on the first line. Delete blanks and move comments.
09_Functions/04_Return-value-via-return-N.md	1	RUNNABLE	NEUTRAL	SC2152	error	5	30	0	Can only return 0-255. Other data should be written to stdout.
09_Functions/04_Return-value-via-return-N.md	1	RUNNABLE	NEUTRAL	SC2152	error	9	34	0	Can only return 0-255. Other data should be written to stdout.
09_Functions/04_Return-value-via-return-N.md	2	RUNNABLE	MIXED	SC1128	error	2	48	0	The shebang must be on the first line. Delete blanks and move comments.
09_Functions/05_Communicating-results.md	2	RUNNABLE	NEUTRAL	SC2154	warning	9	53	0	result is referenced but not assigned.
09_Functions/06_Recursion-and-FUNCNEST.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	33	0	The shebang must be on the first line. Delete blanks and move comments.
09_Functions/07_Function-tracing.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	32	0	The shebang must be on the first line. Delete blanks and move comments.
09_Functions/08_Listing-and-inspecting-functions.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	28	0	The shebang must be on the first line. Delete blanks and move comments.
09_Functions/09_Exporting-functions.md	1	RUNNABLE	RIGHT	SC1128	error	2	30	0	The shebang must be on the first line. Delete blanks and move comments.
09_Functions/11_Self-locating-with-BASH_SOURCE.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	36	0	The shebang must be on the first line. Delete blanks and move comments.
09_Functions/11_Self-locating-with-BASH_SOURCE.md	1	RUNNABLE	NEUTRAL	SC2034	warning	12	46	0	DATA_DIR appears unused. Verify use (or export if used externally).
09_Functions/12_Calling-convention-discipline.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	32	0	The shebang must be on the first line. Delete blanks and move comments.
10_Sourcing-Libraries-and-Modules/01_source-semantics.md	1	RUNNABLE	NEUTRAL	SC1128	error	3	38	0	The shebang must be on the first line. Delete blanks and move comments.
10_Sourcing-Libraries-and-Modules/01_source-semantics.md	2	RUNNABLE	NEUTRAL	SC1128	error	3	68	0	The shebang must be on the first line. Delete blanks and move comments.
10_Sourcing-Libraries-and-Modules/01_source-semantics.md	3	ANTIPATTERN	WRONG	SC1128	error	3	102	1	The shebang must be on the first line. Delete blanks and move comments.
10_Sourcing-Libraries-and-Modules/03_Self-locating-library-pattern.md	1	RUNNABLE	NEUTRAL	SC2034	warning	2	9	0	data_dir appears unused. Verify use (or export if used externally).
10_Sourcing-Libraries-and-Modules/03_Self-locating-library-pattern.md	2	RUNNABLE	NEUTRAL	SC1128	error	2	31	0	The shebang must be on the first line. Delete blanks and move comments.
10_Sourcing-Libraries-and-Modules/06_Public-vs-private-conventions.md	1	ANTIPATTERN	WRONG	SC1128	error	3	30	1	The shebang must be on the first line. Delete blanks and move comments.
10_Sourcing-Libraries-and-Modules/06_Public-vs-private-conventions.md	1	ANTIPATTERN	WRONG	SC2034	warning	23	50	1	MYLIB_VERSION appears unused. Verify use (or export if used externally).
10_Sourcing-Libraries-and-Modules/07_Version-negotiation.md	1	RUNNABLE	NEUTRAL	SC2034	warning	3	11	0	MYLIB_VERSION_MINOR appears unused. Verify use (or export if used externally).
10_Sourcing-Libraries-and-Modules/07_Version-negotiation.md	2	RUNNABLE	NEUTRAL	SC1128	error	2	36	0	The shebang must be on the first line. Delete blanks and move comments.
10_Sourcing-Libraries-and-Modules/07_Version-negotiation.md	2	RUNNABLE	NEUTRAL	SC2154	warning	24	58	0	input is referenced but not assigned.
10_Sourcing-Libraries-and-Modules/07_Version-negotiation.md	2	RUNNABLE	NEUTRAL	SC2034	warning	26	60	0	result appears unused. Verify use (or export if used externally).
10_Sourcing-Libraries-and-Modules/08_Lazy-and-conditional-loading.md	3	RUNNABLE	RIGHT	SC2034	warning	5	78	0	LIB_LOAD_TIME appears unused. Verify use (or export if used externally).
10_Sourcing-Libraries-and-Modules/10_API-design.md	1	RUNNABLE	NEUTRAL	SC1128	error	3	32	0	The shebang must be on the first line. Delete blanks and move comments.
10_Sourcing-Libraries-and-Modules/10_API-design.md	1	RUNNABLE	NEUTRAL	SC2034	warning	26	55	0	PATH_UTILS_VERSION appears unused. Verify use (or export if used externally).
11_Process-Management/01_The-Bash-process-tree-at-runtime.md	1	RUNNABLE	NEUTRAL	SC2216	warning	13	40	0	Piping to 'sleep', a command that doesn't read stdin. Wrong command or missing xargs?
11_Process-Management/05_Foreground-vs-background.md	2	DESTRUCTIVE	NEUTRAL	SC2034	warning	8	38	0	worker_rc appears unused. Verify use (or export if used externally).
11_Process-Management/05_Foreground-vs-background.md	3	RUNNABLE	NEUTRAL	SC1128	error	2	66	0	The shebang must be on the first line. Delete blanks and move comments.
11_Process-Management/06_Process-groups-and-sessions.md	1	RUNNABLE	RIGHT	SC2216	warning	8	56	0	Piping to 'sleep', a command that doesn't read stdin. Wrong command or missing xargs?
11_Process-Management/06_Process-groups-and-sessions.md	2	DESTRUCTIVE	NEUTRAL	SC2216	warning	2	74	0	Piping to 'sleep', a command that doesn't read stdin. Wrong command or missing xargs?
11_Process-Management/07_The-job-table.md	1	DESTRUCTIVE	NEUTRAL	SC1128	error	2	36	0	The shebang must be on the first line. Delete blanks and move comments.
11_Process-Management/10_kill-and-signal-delivery.md	1	DESTRUCTIVE	NEUTRAL	SC1128	error	2	31	0	The shebang must be on the first line. Delete blanks and move comments.
11_Process-Management/10_kill-and-signal-delivery.md	3	DESTRUCTIVE	NEUTRAL	SC2154	warning	2	74	0	daemon_pid is referenced but not assigned.
11_Process-Management/13_Environment-inheritance.md	2	RUNNABLE	NEUTRAL	SC2154	warning	2	44	0	file is referenced but not assigned (for output from commands, use "$(file ...)" ).
12_Signals-and-Traps/03_Uncatchable-signals.md	1	DESTRUCTIVE	NEUTRAL	SC2154	warning	2	33	0	tmpdir is referenced but not assigned.
12_Signals-and-Traps/04_Signal-disposition.md	2	RUNNABLE	NEUTRAL	SC1128	error	2	39	0	The shebang must be on the first line. Delete blanks and move comments.
12_Signals-and-Traps/05_The-trap-builtin.md	2	ANTIPATTERN	WRONG	SC2064	warning	3	39	1	Use single quotes, otherwise this expands now rather than when signalled.
12_Signals-and-Traps/05_The-trap-builtin.md	4	RUNNABLE	MIXED	SC2064	warning	2	64	0	Use single quotes, otherwise this expands now rather than when signalled.
12_Signals-and-Traps/05_The-trap-builtin.md	5	RUNNABLE	NEUTRAL	SC1128	error	2	79	0	The shebang must be on the first line. Delete blanks and move comments.
12_Signals-and-Traps/06_Pseudo-signals-EXIT-ERR-DEBUG-RETURN.md	1	DESTRUCTIVE	NEUTRAL	SC1128	error	2	28	0	The shebang must be on the first line. Delete blanks and move comments.
12_Signals-and-Traps/06_Pseudo-signals-EXIT-ERR-DEBUG-RETURN.md	2	RUNNABLE	NEUTRAL	SC1128	error	2	74	0	The shebang must be on the first line. Delete blanks and move comments.
12_Signals-and-Traps/06_Pseudo-signals-EXIT-ERR-DEBUG-RETURN.md	3	RUNNABLE	NEUTRAL	SC1128	error	2	112	0	The shebang must be on the first line. Delete blanks and move comments.
12_Signals-and-Traps/06_Pseudo-signals-EXIT-ERR-DEBUG-RETURN.md	4	RUNNABLE	NEUTRAL	SC1128	error	2	148	0	The shebang must be on the first line. Delete blanks and move comments.
12_Signals-and-Traps/08_Trap-inheritance.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	70	0	The shebang must be on the first line. Delete blanks and move comments.
12_Signals-and-Traps/08_Trap-inheritance.md	2	RUNNABLE	NEUTRAL	SC1128	error	2	92	0	The shebang must be on the first line. Delete blanks and move comments.
12_Signals-and-Traps/10_Synchronous-vs-asynchronous-delivery.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	21	0	The shebang must be on the first line. Delete blanks and move comments.
12_Signals-and-Traps/10_Synchronous-vs-asynchronous-delivery.md	2	DESTRUCTIVE	NEUTRAL	SC1128	error	2	62	0	The shebang must be on the first line. Delete blanks and move comments.
12_Signals-and-Traps/11_Signal-safe-code.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	52	0	The shebang must be on the first line. Delete blanks and move comments.
12_Signals-and-Traps/12_Idempotent-cleanup-patterns.md	1	DESTRUCTIVE	NEUTRAL	SC2154	warning	5	24	0	tmpdir is referenced but not assigned.
12_Signals-and-Traps/12_Idempotent-cleanup-patterns.md	2	DESTRUCTIVE	NEUTRAL	SC2154	warning	4	46	0	tmpdir is referenced but not assigned.
12_Signals-and-Traps/12_Idempotent-cleanup-patterns.md	3	DESTRUCTIVE	NEUTRAL	SC2154	warning	5	67	0	tmpdir is referenced but not assigned.
12_Signals-and-Traps/13_Tempfile-and-tempdir-lifecycle.md	2	RUNNABLE	NEUTRAL	SC1128	error	2	33	0	The shebang must be on the first line. Delete blanks and move comments.
12_Signals-and-Traps/13_Tempfile-and-tempdir-lifecycle.md	2	RUNNABLE	NEUTRAL	SC2034	warning	22	53	0	a appears unused. Verify use (or export if used externally).
12_Signals-and-Traps/13_Tempfile-and-tempdir-lifecycle.md	2	RUNNABLE	NEUTRAL	SC2034	warning	23	54	0	b appears unused. Verify use (or export if used externally).
12_Signals-and-Traps/13_Tempfile-and-tempdir-lifecycle.md	2	RUNNABLE	NEUTRAL	SC2034	warning	24	55	0	c appears unused. Verify use (or export if used externally).
12_Signals-and-Traps/14_Lockfile-pattern.md	1	RUNNABLE	NEUTRAL	SC2154	warning	2	13	0	lockfile is referenced but not assigned.
12_Signals-and-Traps/14_Lockfile-pattern.md	2	DESTRUCTIVE	NEUTRAL	SC1128	error	2	44	0	The shebang must be on the first line. Delete blanks and move comments.
12_Signals-and-Traps/15_Atomic-file-write.md	1	RUNNABLE	NEUTRAL	SC2154	warning	2	11	0	target is referenced but not assigned.
12_Signals-and-Traps/15_Atomic-file-write.md	2	RUNNABLE	NEUTRAL	SC2154	warning	3	36	0	target is referenced but not assigned.
12_Signals-and-Traps/15_Atomic-file-write.md	3	RUNNABLE	NEUTRAL	SC2154	warning	1	46	0	tmp is referenced but not assigned.
12_Signals-and-Traps/15_Atomic-file-write.md	3	RUNNABLE	NEUTRAL	SC2154	warning	1	46	0	target is referenced but not assigned.
12_Signals-and-Traps/15_Atomic-file-write.md	4	DESTRUCTIVE	NEUTRAL	SC2154	warning	1	56	0	target is referenced but not assigned.
12_Signals-and-Traps/15_Atomic-file-write.md	5	DESTRUCTIVE	NEUTRAL	SC2154	warning	1	68	0	target is referenced but not assigned.
12_Signals-and-Traps/15_Atomic-file-write.md	5	DESTRUCTIVE	NEUTRAL	SC2154	warning	1	68	0	tmp is referenced but not assigned.
12_Signals-and-Traps/16_Reload-on-SIGHUP.md	1	RUNNABLE	NEUTRAL	SC1090	warning	3	12	0	ShellCheck can't follow non-constant source. Use a directive to specify location.
12_Signals-and-Traps/16_Reload-on-SIGHUP.md	1	RUNNABLE	NEUTRAL	SC2154	warning	3	12	0	config_file is referenced but not assigned.
12_Signals-and-Traps/16_Reload-on-SIGHUP.md	2	ANTIPATTERN	WRONG	SC1128	error	2	33	1	The shebang must be on the first line. Delete blanks and move comments.
12_Signals-and-Traps/16_Reload-on-SIGHUP.md	2	ANTIPATTERN	WRONG	SC1090	warning	12	43	1	ShellCheck can't follow non-constant source. Use a directive to specify location.
12_Signals-and-Traps/16_Reload-on-SIGHUP.md	2	ANTIPATTERN	WRONG	SC1090	warning	18	49	1	ShellCheck can't follow non-constant source. Use a directive to specify location.
13_Error-Handling-and-Exit-Status/02_set-e-errexit-full-semantics.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	28	0	The shebang must be on the first line. Delete blanks and move comments.
13_Error-Handling-and-Exit-Status/02_set-e-errexit-full-semantics.md	4	RUNNABLE	NEUTRAL	SC2034	warning	3	115	0	output appears unused. Verify use (or export if used externally).
13_Error-Handling-and-Exit-Status/03_The-errexit-exemption-matrix.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	42	0	The shebang must be on the first line. Delete blanks and move comments.
13_Error-Handling-and-Exit-Status/03_The-errexit-exemption-matrix.md	2	RUNNABLE	NEUTRAL	SC1128	error	2	57	0	The shebang must be on the first line. Delete blanks and move comments.
13_Error-Handling-and-Exit-Status/03_The-errexit-exemption-matrix.md	3	RUNNABLE	NEUTRAL	SC1128	error	2	80	0	The shebang must be on the first line. Delete blanks and move comments.
13_Error-Handling-and-Exit-Status/03_The-errexit-exemption-matrix.md	4	RUNNABLE	NEUTRAL	SC1128	error	2	94	0	The shebang must be on the first line. Delete blanks and move comments.
13_Error-Handling-and-Exit-Status/03_The-errexit-exemption-matrix.md	5	RUNNABLE	NEUTRAL	SC1128	error	2	108	0	The shebang must be on the first line. Delete blanks and move comments.
13_Error-Handling-and-Exit-Status/03_The-errexit-exemption-matrix.md	6	RUNNABLE	NEUTRAL	SC1128	error	2	123	0	The shebang must be on the first line. Delete blanks and move comments.
13_Error-Handling-and-Exit-Status/03_The-errexit-exemption-matrix.md	7	RUNNABLE	NEUTRAL	SC1128	error	2	141	0	The shebang must be on the first line. Delete blanks and move comments.
13_Error-Handling-and-Exit-Status/04_set-u-nounset.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	20	0	The shebang must be on the first line. Delete blanks and move comments.
13_Error-Handling-and-Exit-Status/04_set-u-nounset.md	2	RUNNABLE	NEUTRAL	SC1128	error	2	72	0	The shebang must be on the first line. Delete blanks and move comments.
13_Error-Handling-and-Exit-Status/04_set-u-nounset.md	3	RUNNABLE	NEUTRAL	SC1128	error	2	112	0	The shebang must be on the first line. Delete blanks and move comments.
13_Error-Handling-and-Exit-Status/05_set-o-pipefail.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	31	0	The shebang must be on the first line. Delete blanks and move comments.
13_Error-Handling-and-Exit-Status/05_set-o-pipefail.md	2	NETWORK	NEUTRAL	SC2154	warning	4	60	0	url is referenced but not assigned.
13_Error-Handling-and-Exit-Status/06_inherit_errexit.md	1	ANTIPATTERN	WRONG	SC1128	error	2	30	1	The shebang must be on the first line. Delete blanks and move comments.
13_Error-Handling-and-Exit-Status/06_inherit_errexit.md	2	RUNNABLE	RIGHT	SC1128	error	2	43	0	The shebang must be on the first line. Delete blanks and move comments.
13_Error-Handling-and-Exit-Status/06_inherit_errexit.md	2	RUNNABLE	RIGHT	SC2034	warning	5	46	0	result appears unused. Verify use (or export if used externally).
13_Error-Handling-and-Exit-Status/07_and-true-idioms.md	1	RUNNABLE	NEUTRAL	SC2154	warning	2	20	0	stale is referenced but not assigned.
13_Error-Handling-and-Exit-Status/09_errtrace-and-trap-inheritance.md	2	RUNNABLE	NEUTRAL	SC2154	warning	5	57	0	rc is referenced but not assigned.
13_Error-Handling-and-Exit-Status/09_errtrace-and-trap-inheritance.md	3	RUNNABLE	NEUTRAL	SC1128	error	2	100	0	The shebang must be on the first line. Delete blanks and move comments.
13_Error-Handling-and-Exit-Status/09_errtrace-and-trap-inheritance.md	3	RUNNABLE	NEUTRAL	SC2154	warning	6	104	0	rc is referenced but not assigned.
13_Error-Handling-and-Exit-Status/10_Exit-code-conventions.md	1	RUNNABLE	NEUTRAL	SC2154	warning	2	69	0	config is referenced but not assigned.
13_Error-Handling-and-Exit-Status/10_Exit-code-conventions.md	1	RUNNABLE	NEUTRAL	SC2154	warning	4	71	0	verbose is referenced but not assigned.
13_Error-Handling-and-Exit-Status/11_Propagating-exit-codes.md	1	ANTIPATTERN	WRONG	SC1128	error	2	43	1	The shebang must be on the first line. Delete blanks and move comments.
13_Error-Handling-and-Exit-Status/11_Propagating-exit-codes.md	1	ANTIPATTERN	WRONG	SC2155	warning	6	47	1	Declare and assign separately to avoid masking return values.
13_Error-Handling-and-Exit-Status/11_Propagating-exit-codes.md	2	RUNNABLE	RIGHT	SC1128	error	2	67	0	The shebang must be on the first line. Delete blanks and move comments.
13_Error-Handling-and-Exit-Status/11_Propagating-exit-codes.md	3	RUNNABLE	NEUTRAL	SC1128	error	2	95	0	The shebang must be on the first line. Delete blanks and move comments.
14_Input-Output-and-Messaging/01_Standard-streams-discipline.md	1	ANTIPATTERN	WRONG	SC1128	error	2	25	1	The shebang must be on the first line. Delete blanks and move comments.
14_Input-Output-and-Messaging/01_Standard-streams-discipline.md	1	ANTIPATTERN	WRONG	SC2034	warning	7	30	1	f appears unused. Verify use (or export if used externally).
14_Input-Output-and-Messaging/01_Standard-streams-discipline.md	3	RUNNABLE	RIGHT	SC2034	warning	5	59	0	f appears unused. Verify use (or export if used externally).
14_Input-Output-and-Messaging/04_The-printf-builtin.md	1	RUNNABLE	NEUTRAL	SC2034	warning	3	30	0	key appears unused. Verify use (or export if used externally).
14_Input-Output-and-Messaging/07_Logging-discipline.md	2	RUNNABLE	NEUTRAL	SC2120	warning	0	55	0	_audit_main references arguments, but none are ever passed.
14_Input-Output-and-Messaging/07_Logging-discipline.md	4	RUNNABLE	NEUTRAL	SC2154	warning	1	100	0	n is referenced but not assigned.
14_Input-Output-and-Messaging/07_Logging-discipline.md	4	RUNNABLE	NEUTRAL	SC2154	warning	1	100	0	err is referenced but not assigned.
14_Input-Output-and-Messaging/07_Logging-discipline.md	6	RUNNABLE	MIXED	SC2154	warning	3	135	0	result is referenced but not assigned.
14_Input-Output-and-Messaging/09_Coloured-output-and-TERM-detection.md	1	RUNNABLE	NEUTRAL	SC2034	warning	9	21	0	RED appears unused. Verify use (or export if used externally).
14_Input-Output-and-Messaging/09_Coloured-output-and-TERM-detection.md	1	RUNNABLE	NEUTRAL	SC2034	warning	9	21	0	GREEN appears unused. Verify use (or export if used externally).
14_Input-Output-and-Messaging/09_Coloured-output-and-TERM-detection.md	1	RUNNABLE	NEUTRAL	SC2034	warning	9	21	0	YELLOW appears unused. Verify use (or export if used externally).
14_Input-Output-and-Messaging/09_Coloured-output-and-TERM-detection.md	1	RUNNABLE	NEUTRAL	SC2034	warning	9	21	0	CYAN appears unused. Verify use (or export if used externally).
14_Input-Output-and-Messaging/09_Coloured-output-and-TERM-detection.md	1	RUNNABLE	NEUTRAL	SC2034	warning	9	21	0	BOLD appears unused. Verify use (or export if used externally).
14_Input-Output-and-Messaging/09_Coloured-output-and-TERM-detection.md	1	RUNNABLE	NEUTRAL	SC2034	warning	9	21	0	NC appears unused. Verify use (or export if used externally).
14_Input-Output-and-Messaging/09_Coloured-output-and-TERM-detection.md	2	INTERACTIVE	NEUTRAL	SC2034	warning	5	50	0	RED appears unused. Verify use (or export if used externally).
14_Input-Output-and-Messaging/09_Coloured-output-and-TERM-detection.md	2	INTERACTIVE	NEUTRAL	SC2034	warning	5	50	0	RESET appears unused. Verify use (or export if used externally).
14_Input-Output-and-Messaging/09_Coloured-output-and-TERM-detection.md	3	RUNNABLE	NEUTRAL	SC2034	warning	5	77	0	RED appears unused. Verify use (or export if used externally).
14_Input-Output-and-Messaging/09_Coloured-output-and-TERM-detection.md	3	RUNNABLE	NEUTRAL	SC2034	warning	5	77	0	RESET appears unused. Verify use (or export if used externally).
14_Input-Output-and-Messaging/09_Coloured-output-and-TERM-detection.md	4	RUNNABLE	NEUTRAL	SC2034	warning	4	93	0	RED appears unused. Verify use (or export if used externally).
14_Input-Output-and-Messaging/09_Coloured-output-and-TERM-detection.md	4	RUNNABLE	NEUTRAL	SC2034	warning	4	93	0	RESET appears unused. Verify use (or export if used externally).
14_Input-Output-and-Messaging/10_Progress-indicators.md	1	RUNNABLE	NEUTRAL	SC2034	warning	6	19	0	SHOW_PROGRESS appears unused. Verify use (or export if used externally).
14_Input-Output-and-Messaging/11_Reading-binary-data.md	2	DESTRUCTIVE	NEUTRAL	SC2034	warning	3	52	0	byte appears unused. Verify use (or export if used externally).
15_Command-Line-Processing/02_getopts-builtin.md	1	RUNNABLE	NEUTRAL	SC2034	warning	8	46	0	VERBOSE appears unused. Verify use (or export if used externally).
15_Command-Line-Processing/02_getopts-builtin.md	1	RUNNABLE	NEUTRAL	SC2034	warning	9	47	0	FILE appears unused. Verify use (or export if used externally).
15_Command-Line-Processing/02_getopts-builtin.md	1	RUNNABLE	NEUTRAL	SC2034	warning	16	54	0	POSITIONAL appears unused. Verify use (or export if used externally).
15_Command-Line-Processing/02_getopts-builtin.md	2	RUNNABLE	NEUTRAL	SC2220	warning	7	83	0	Invalid flags are not handled. Add a *) case.
15_Command-Line-Processing/02_getopts-builtin.md	2	RUNNABLE	NEUTRAL	SC2034	warning	7	83	0	outer_v appears unused. Verify use (or export if used externally).
15_Command-Line-Processing/02_getopts-builtin.md	2	RUNNABLE	NEUTRAL	SC2220	warning	12	88	0	Invalid flags are not handled. Add a *) case.
15_Command-Line-Processing/02_getopts-builtin.md	2	RUNNABLE	NEUTRAL	SC2034	warning	12	88	0	inner_flags appears unused. Verify use (or export if used externally).
15_Command-Line-Processing/02_getopts-builtin.md	3	RUNNABLE	NEUTRAL	SC2104	error	3	106	0	In functions, use return instead of continue.
15_Command-Line-Processing/03_GNU-getopt1-external.md	1	RUNNABLE	NEUTRAL	SC2120	warning	0	10	0	_audit_main references arguments, but none are ever passed.
15_Command-Line-Processing/03_GNU-getopt1-external.md	1	RUNNABLE	NEUTRAL	SC2034	warning	7	17	0	VERBOSE appears unused. Verify use (or export if used externally).
15_Command-Line-Processing/03_GNU-getopt1-external.md	1	RUNNABLE	NEUTRAL	SC2034	warning	8	18	0	FILE appears unused. Verify use (or export if used externally).
15_Command-Line-Processing/04_Hand-rolled-while-case-shift.md	1	RUNNABLE	NEUTRAL	SC2034	warning	6	14	0	VERBOSE appears unused. Verify use (or export if used externally).
15_Command-Line-Processing/04_Hand-rolled-while-case-shift.md	1	RUNNABLE	NEUTRAL	SC2034	warning	7	15	0	DRY_RUN appears unused. Verify use (or export if used externally).
15_Command-Line-Processing/04_Hand-rolled-while-case-shift.md	1	RUNNABLE	NEUTRAL	SC2034	warning	9	17	0	FILE appears unused. Verify use (or export if used externally).
15_Command-Line-Processing/04_Hand-rolled-while-case-shift.md	3	RUNNABLE	NEUTRAL	SC1073	error	0	73	0	Couldn't parse this brace group. Fix to allow more checks.
15_Command-Line-Processing/04_Hand-rolled-while-case-shift.md	3	RUNNABLE	NEUTRAL	SC1056	error	2	75	0	Expected a '}'. If you have one, try a ; or \\n in front of it.
15_Command-Line-Processing/04_Hand-rolled-while-case-shift.md	3	RUNNABLE	NEUTRAL	SC1072	error	2	75	0	Missing '}'. Fix any mentioned problems and try again.
