leaf_path	block_idx	fence_lang	line_start	line_end	n_lines	label_class	runnability	has_output_annot	sha1
05_Expansions/10_Quote-removal.md	1	bash	16	35	18	NEUTRAL	RUNNABLE	1	720f0a75141e1972e72d5be6b767c3da429e1961
05_Expansions/10_Quote-removal.md	2	bash	59	72	12	WRONG	ANTIPATTERN	1	5cc3255f41999607f8ec052fc598f4f387fd60ea
05_Expansions/11_Glob-options.md	1	bash	37	50	12	WRONG	ANTIPATTERN	1	82dd39844cdbd309adb8d585450b6d2a2772c32b
05_Expansions/11_Glob-options.md	2	bash	66	79	12	NEUTRAL	RUNNABLE	0	a31a7f841946bb0ca98b3405765a005ae910a1e6
05_Expansions/11_Glob-options.md	3	bash	91	98	6	NEUTRAL	RUNNABLE	0	aaa5f04541437a94dddd0badbc73dc61e15b12ab
05_Expansions/11_Glob-options.md	4	bash	110	119	8	NEUTRAL	RUNNABLE	1	97f334cadded79531dc2daaa17a3005863f7d4a2
05_Expansions/12_Extended-globs-extglob.md	1	bash	29	41	11	NEUTRAL	RUNNABLE	1	f0074d328ff24f641df452a3f668b6ea197dc040
05_Expansions/12_Extended-globs-extglob.md	2	bash	55	66	10	NEUTRAL	DESTRUCTIVE	0	122ae0487d976989f74876971a4a3b4704d4add0
05_Expansions/12_Extended-globs-extglob.md	3	bash	77	82	4	NEUTRAL	RUNNABLE	0	0db5fc8366f998b7947fb5d0dfc80a6af8a420e0
05_Expansions/12_Extended-globs-extglob.md	4	bash	92	106	13	NEUTRAL	RUNNABLE	0	64e9c5870e9ec03d5ba660fc330fde9ff8edeb8c
05_Expansions/13_Locale-and-pattern-matching.md	1	bash	30	46	15	NEUTRAL	RUNNABLE	1	4283710ac0b8e5a8baab8db8cac6f4d6c9b8d27d
05_Expansions/13_Locale-and-pattern-matching.md	2	bash	55	69	13	RIGHT	RUNNABLE	0	ebf6ee8777f42155127aecdb8485aea5db8f5c3f
05_Expansions/13_Locale-and-pattern-matching.md	3	bash	77	93	15	NEUTRAL	RUNNABLE	0	dfba414c047fa1533f61037965921977c40b15f3
06_Redirection-and-Pipelines/01_The-fd-table-from-Bashs-perspective.md	1	bash	38	62	23	NEUTRAL	RUNNABLE	0	720385e43b4fc032a340f83ee4d2bebec1f6803b
06_Redirection-and-Pipelines/01_The-fd-table-from-Bashs-perspective.md	2	bash	70	89	18	NEUTRAL	RUNNABLE	1	46bf109bdd202306246f95bfd3f24aacaafcaebd
06_Redirection-and-Pipelines/01_The-fd-table-from-Bashs-perspective.md	3	bash	96	109	12	NEUTRAL	RUNNABLE	0	f2ca1154c341392f110049e8d13c8b31db6b870c
06_Redirection-and-Pipelines/02_Input-redirection.md	1	bash	29	48	18	NEUTRAL	NEEDS_INPUT	0	d07159582e7a3cf442b611da86cb72ef88128f41
06_Redirection-and-Pipelines/02_Input-redirection.md	2	bash	68	80	11	NEUTRAL	NEEDS_INPUT	0	51669a222e591429e1b51a1b1e8fd9a0098ac92d
06_Redirection-and-Pipelines/03_Output-redirection.md	1	bash	31	64	32	WRONG	ANTIPATTERN	1	5f0ff0d462a763dcfaf8c9ef1d070d7b0204da51
06_Redirection-and-Pipelines/03_Output-redirection.md	2	bash	80	87	6	MIXED	RUNNABLE	0	65cc2c40cb0c0094a04f47d67ceeb92766763f8e
06_Redirection-and-Pipelines/04_Stderr-redirection-and-merging.md	1	bash	31	47	15	MIXED	RUNNABLE	0	d5fdc2a51137703e1e47c35f67bc0c75c90c3c22
06_Redirection-and-Pipelines/04_Stderr-redirection-and-merging.md	2	bash	58	68	9	NEUTRAL	RUNNABLE	1	419359d82896e05c9c49ba74bce211e6eb1b9a72
06_Redirection-and-Pipelines/05_Reading-and-writing.md	1	bash	35	51	15	NEUTRAL	NEEDS_INPUT	1	9b2417b8982e3b21c53d00430417b714b6212edb
06_Redirection-and-Pipelines/06_Duplicating-fds.md	1	bash	44	62	17	NEUTRAL	RUNNABLE	1	991868c52e868b13f8f7bb8fe89a0a338c3ad98d
06_Redirection-and-Pipelines/06_Duplicating-fds.md	2	bash	76	89	12	NEUTRAL	RUNNABLE	1	e9c59195719e1876acbc56ffc29c8cd097a0de4f
06_Redirection-and-Pipelines/07_Moving-and-closing-fds.md	1	bash	32	48	15	NEUTRAL	RUNNABLE	1	41a95102a6a5a3ce3eb1d82e2d21c8016814a468
06_Redirection-and-Pipelines/07_Moving-and-closing-fds.md	2	bash	62	73	10	NEUTRAL	RUNNABLE	1	bd3d59e49f6716b1f46660563ddf4d94c7fd7a1a
06_Redirection-and-Pipelines/08_Here-documents.md	1	bash	28	44	15	NEUTRAL	RUNNABLE	1	1e680cf27e2ec97964c55293535dbaf3723de935
06_Redirection-and-Pipelines/08_Here-documents.md	2	bash	58	76	17	NEUTRAL	RUNNABLE	1	3f27715fe5d18ba2bf65422d3de295d714a99029
06_Redirection-and-Pipelines/08_Here-documents.md	3	bash	88	102	13	NEUTRAL	RUNNABLE	1	0660bb90c22d8086e5e81b0869fcff1fae4ad5d5
06_Redirection-and-Pipelines/09_Here-strings.md	1	bash	28	41	12	NEUTRAL	RUNNABLE	1	f8178360826d362f618750386772dded7e513048
06_Redirection-and-Pipelines/09_Here-strings.md	2	bash	54	65	10	NEUTRAL	RUNNABLE	1	8a78acacd909494a20845c72571ff84e0dc282fd
06_Redirection-and-Pipelines/10_Process-substitution-as-redirection.md	1	bash	30	39	8	NEUTRAL	RUNNABLE	1	f9bf70e269af2abd92a8078c68d6fe59d5037df8
06_Redirection-and-Pipelines/10_Process-substitution-as-redirection.md	2	bash	51	70	18	NEUTRAL	RUNNABLE	1	d5bf9aa07a4c9ffcc8c4da9205ba15a1664a566b
06_Redirection-and-Pipelines/10_Process-substitution-as-redirection.md	3	bash	85	99	13	NEUTRAL	DESTRUCTIVE	0	090007d8697cf64073155a48da3a7147606f24fd
06_Redirection-and-Pipelines/11_Order-of-evaluation.md	1	bash	28	52	23	MIXED	RUNNABLE	1	9ea04c795c5d72baab1fd84d6ab216843ff3d926
06_Redirection-and-Pipelines/11_Order-of-evaluation.md	2	bash	66	81	14	MIXED	RUNNABLE	1	8ee736761d8d2377b51a3341ec1005ffdb261030
06_Redirection-and-Pipelines/11_Order-of-evaluation.md	3	bash	93	99	5	NEUTRAL	RUNNABLE	0	0cdadbf6951c9110ce905fd980745dd2b73195f3
06_Redirection-and-Pipelines/12_exec-for-fd-manipulation.md	1	bash	29	50	20	NEUTRAL	RUNNABLE	0	fbb00991cfd08d7762013c38cabe937bdaba9c61
06_Redirection-and-Pipelines/12_exec-for-fd-manipulation.md	2	bash	62	83	20	NEUTRAL	NEEDS_INPUT	0	3eb85463269cf9bb79a6d8d912dccb31693424f7
06_Redirection-and-Pipelines/12_exec-for-fd-manipulation.md	3	bash	96	107	10	WRONG	ANTIPATTERN	0	6ba7b6f1fe49fd3bb15f3942decfbe9e00475e43
06_Redirection-and-Pipelines/12_exec-for-fd-manipulation.md	4	bash	123	136	12	NEUTRAL	RUNNABLE	0	f34277d924aa75eeb38646953e266b25b1ce2074
06_Redirection-and-Pipelines/13_Pipelines.md	1	bash	42	61	18	NEUTRAL	RUNNABLE	1	00ff8f878238fc401d6b3289a93dd3edf19a8c31
06_Redirection-and-Pipelines/13_Pipelines.md	2	bash	67	82	14	NEUTRAL	NETWORK	0	244784b019799700dabc9bb9bc8d0c590711849f
06_Redirection-and-Pipelines/13_Pipelines.md	3	bash	90	107	16	MIXED	NEEDS_INPUT	1	4cfb0f7b29b698a1ef3bdbc02ff2d34cbe89b754
06_Redirection-and-Pipelines/14_Stderr-pipelines.md	1	bash	11	31	19	NEUTRAL	RUNNABLE	1	2c27519c65d2b9cb3ca4ff3971e8648b02996291
06_Redirection-and-Pipelines/15_pipefail-semantics.md	1	bash	35	62	26	NEUTRAL	NEEDS_INPUT	1	93d71e7723d17faed3955f5892091afe367873ea
06_Redirection-and-Pipelines/15_pipefail-semantics.md	2	bash	84	99	14	NEUTRAL	RUNNABLE	1	917ec49e10b0e86cdd4a1a0064739a432ed2dd62
06_Redirection-and-Pipelines/16_lastpipe-semantics.md	1	bash	18	31	12	WRONG	ANTIPATTERN	1	646199d7b616a7e4e37acb12d85b0c5f456f5541
06_Redirection-and-Pipelines/16_lastpipe-semantics.md	2	bash	35	43	7	NEUTRAL	NEEDS_INPUT	1	a7d947865fb728fa81945cc0d6f8c54142fb4710
06_Redirection-and-Pipelines/16_lastpipe-semantics.md	3	bash	53	70	16	NEUTRAL	NEEDS_INPUT	1	f7c3d19c5a848b28d29712c6fdc4df465497db72
07_Control-Flow-and-Compound-Commands/01_Compound-command-overview.md	1	bash	31	38	6	NEUTRAL	NETWORK	0	afc2eb28dc4eb9bb8772aae1c19843ff3dd924ec
07_Control-Flow-and-Compound-Commands/01_Compound-command-overview.md	2	bash	58	64	5	NEUTRAL	NEEDS_INPUT	1	3b6a8b87937331317ceefc730ab6f849da3e35d4
07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	1	NONE	12	14	1	NEUTRAL	FRAGMENT	0	11c8fc2defdbfa237360ede51cacb4467f464abc
07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	2	bash	29	38	8	NEUTRAL	RUNNABLE	1	26e16fd2be2aa1575f316e9610fc11c0ffe7b134
07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	3	bash	40	47	6	NEUTRAL	RUNNABLE	1	18d79b21df67169b6a1afc6a13f2d0e926083617
07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	4	bash	63	72	8	NEUTRAL	RUNNABLE	1	81364ef183014130ec1be2570abee3157a3df63a
07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	5	bash	82	86	3	NEUTRAL	RUNNABLE	0	be51bf612bf521414f0ddf435e6dd341ff453e97
07_Control-Flow-and-Compound-Commands/03_caseesac.md	1	NONE	11	17	5	NEUTRAL	FRAGMENT	0	3b4fa5d9e018cb2acb945510a21f3a624dcb2b41
07_Control-Flow-and-Compound-Commands/03_caseesac.md	2	bash	30	36	5	NEUTRAL	RUNNABLE	1	a8864b30e91781d93dbae3a124a916aa1c615fc7
07_Control-Flow-and-Compound-Commands/03_caseesac.md	3	bash	58	68	9	NEUTRAL	RUNNABLE	0	8502822927bb6d32780cc28580884cac623959e9
07_Control-Flow-and-Compound-Commands/03_caseesac.md	4	bash	70	78	7	NEUTRAL	RUNNABLE	0	b5b72f60b3fd0109720f452605fc7ee6335f10f3
07_Control-Flow-and-Compound-Commands/03_caseesac.md	5	bash	91	102	10	NEUTRAL	RUNNABLE	0	3a9e064be19f23276b5d68c34734c10397ebe7f3
07_Control-Flow-and-Compound-Commands/03_caseesac.md	6	bash	126	140	13	MIXED	RUNNABLE	0	bdc34ca8eb128d48fa2faa002668ad33c7bbb5be
07_Control-Flow-and-Compound-Commands/04_for-x-in-list.md	1	NONE	13	16	2	NEUTRAL	FRAGMENT	0	b708b661d603f539e10aa3938cf1c663c783d514
07_Control-Flow-and-Compound-Commands/04_for-x-in-list.md	2	bash	28	40	11	MIXED	RUNNABLE	1	5e98606a2d60186cd72c1957abb017b5eb20a466
07_Control-Flow-and-Compound-Commands/04_for-x-in-list.md	3	bash	49	58	8	NEUTRAL	RUNNABLE	0	0d3f6d7a272bbb644795095f9d0a0cc1a3eaeb6d
07_Control-Flow-and-Compound-Commands/04_for-x-in-list.md	4	bash	71	77	5	NEUTRAL	RUNNABLE	0	48e99c3441616020b40628f949540411f95ccc1e
07_Control-Flow-and-Compound-Commands/04_for-x-in-list.md	5	bash	91	101	9	NEUTRAL	RUNNABLE	0	cca92a30594e268eb33d679ca3affd50fef8b23b
07_Control-Flow-and-Compound-Commands/05_C-style-for.md	1	NONE	12	14	1	NEUTRAL	FRAGMENT	0	db75651a6c20e7a701825b4bdaca40bd0aaad612
07_Control-Flow-and-Compound-Commands/05_C-style-for.md	2	bash	23	34	10	NEUTRAL	RUNNABLE	1	793ed8fc45e8e654801c82e7dd7138ae7b6ec973
07_Control-Flow-and-Compound-Commands/05_C-style-for.md	3	bash	51	64	12	NEUTRAL	RUNNABLE	0	4d951d90ec03d31b51d920b9a1f15b381fcff40c
07_Control-Flow-and-Compound-Commands/05_C-style-for.md	4	bash	78	83	4	WRONG	ANTIPATTERN	0	42a838fb550caf09685c608c5d208fc2d69cf457
07_Control-Flow-and-Compound-Commands/06_whileuntil.md	1	NONE	12	15	2	NEUTRAL	FRAGMENT	0	36c653d67c0825517d3632eb2d9f6e41f7cce0e4
07_Control-Flow-and-Compound-Commands/06_whileuntil.md	2	bash	24	28	3	NEUTRAL	RUNNABLE	0	354559f24384824d950f6964c7dee1e9ec0ab58e
07_Control-Flow-and-Compound-Commands/06_whileuntil.md	3	bash	39	44	4	NEUTRAL	NEEDS_INPUT	0	ba54a361808f64b0140c356a67326ba892f61eea
07_Control-Flow-and-Compound-Commands/06_whileuntil.md	4	bash	66	73	6	WRONG	ANTIPATTERN	1	4f34e9f0138164ec37a92be499f9f172b3d16183
07_Control-Flow-and-Compound-Commands/06_whileuntil.md	5	bash	78	85	6	RIGHT	NEEDS_INPUT	1	a69534c0a7d2c4c72819d3493bdbce7fd2256dec
07_Control-Flow-and-Compound-Commands/06_whileuntil.md	6	bash	87	97	9	NEUTRAL	NEEDS_INPUT	1	4b7dda83e85e1e6b09368d7478195a735d2c17e0
07_Control-Flow-and-Compound-Commands/06_whileuntil.md	7	bash	110	118	7	NEUTRAL	NETWORK	0	1f1a1ec2918bb8019c345cae47c321d564ff8c1d
07_Control-Flow-and-Compound-Commands/07_select.md	1	NONE	11	13	1	NEUTRAL	FRAGMENT	0	c20f2186126edd9d412800e5fcd168147b23baeb
07_Control-Flow-and-Compound-Commands/07_select.md	2	bash	31	50	18	NEUTRAL	INTERACTIVE	0	43ffc76058b9f23caa220a360288be309e2d4b0b
07_Control-Flow-and-Compound-Commands/07_select.md	3	bash	63	76	12	NEUTRAL	INTERACTIVE	0	93162341d51457a1337b56d4092bb61f8466c34d
07_Control-Flow-and-Compound-Commands/08_Subshell-grouping.md	1	NONE	12	14	1	NEUTRAL	FRAGMENT	0	3c59d4cdeb42694a12ba9057b87f81e3b77d712b
07_Control-Flow-and-Compound-Commands/08_Subshell-grouping.md	2	bash	51	64	12	MIXED	RUNNABLE	0	4afc9df2077245893023bbda87b7912202a7890f
07_Control-Flow-and-Compound-Commands/08_Subshell-grouping.md	3	bash	75	87	11	NEUTRAL	RUNNABLE	1	f7b49018eb04443dbbb7cd469e24bf5088edc0e8
07_Control-Flow-and-Compound-Commands/09_Brace-grouping.md	1	NONE	12	16	3	NEUTRAL	FRAGMENT	0	0603bc1a8be5b9f4a883caec6543c99bf971d953
07_Control-Flow-and-Compound-Commands/09_Brace-grouping.md	2	bash	28	41	12	MIXED	RUNNABLE	1	134e14913de35c4fad13ef859294a96e638e95f3
07_Control-Flow-and-Compound-Commands/09_Brace-grouping.md	3	bash	51	65	13	NEUTRAL	RUNNABLE	0	cc593d03b6e567b5d1de6ec03abb8b1c9301e3db
07_Control-Flow-and-Compound-Commands/10_and-short-circuits.md	1	bash	27	32	4	NEUTRAL	RUNNABLE	0	526264457bf191179f6c38c8aed2bca64babe131
07_Control-Flow-and-Compound-Commands/10_and-short-circuits.md	2	bash	46	53	6	MIXED	RUNNABLE	0	07031283b0707444f1012eeb1fce4995314fb660
07_Control-Flow-and-Compound-Commands/10_and-short-circuits.md	3	bash	62	69	6	RIGHT	RUNNABLE	0	94091587852d8729bebc0836eb691baa1e0ef4bb
07_Control-Flow-and-Compound-Commands/10_and-short-circuits.md	4	bash	73	76	2	RIGHT	RUNNABLE	0	7b07bcf7ffcfdc56e717808a5dc58d42318127b4
07_Control-Flow-and-Compound-Commands/10_and-short-circuits.md	5	bash	91	94	2	WRONG	ANTIPATTERN	0	21ba29ef712f773efa04a559f47241958ff982f3
07_Control-Flow-and-Compound-Commands/11_break-and-continue.md	1	bash	24	37	12	NEUTRAL	RUNNABLE	1	1156517d3efdc19bc2aa9be85b90cdbbd61b1d05
07_Control-Flow-and-Compound-Commands/11_break-and-continue.md	2	bash	47	56	8	NEUTRAL	RUNNABLE	1	59eee95615089ff9f04f90d54b394a615c835a65
07_Control-Flow-and-Compound-Commands/12_return.md	1	bash	24	41	16	NEUTRAL	RUNNABLE	1	db1585491b3d98c75a89a202edabae39c2c39169
07_Control-Flow-and-Compound-Commands/12_return.md	2	bash	49	61	11	NEUTRAL	RUNNABLE	1	b06bfb58dff3df347bf97affe93129d8b42896b7
07_Control-Flow-and-Compound-Commands/13_exit.md	1	bash	25	40	14	NEUTRAL	RUNNABLE	1	908b72380a78bb24e1ab1ddcc29ab20f6aee45e6
07_Control-Flow-and-Compound-Commands/13_exit.md	2	bash	53	69	15	NEUTRAL	RUNNABLE	1	ea9d11b49ab6cdfa05adf0372ac80ad14b87a31e
07_Control-Flow-and-Compound-Commands/14_true-false.md	1	bash	26	40	13	NEUTRAL	RUNNABLE	0	f840d655b1fb24dbffa4bb0de1daed266e493837
07_Control-Flow-and-Compound-Commands/14_true-false.md	2	NONE	44	48	3	NEUTRAL	FRAGMENT	0	4a4fd01cfb982fc6af50ebb8cee8a9d545d775bb
08_Conditional-Expressions-and-Arithmetic/01_overview.md	1	bash	19	24	4	NEUTRAL	RUNNABLE	1	b100c75a6fcac23f60be0a656f292522727dff09
08_Conditional-Expressions-and-Arithmetic/01_overview.md	2	bash	30	36	5	NEUTRAL	RUNNABLE	1	01a08dcddfcc1932c8c80d4d49cf2e6d3d9d3008
08_Conditional-Expressions-and-Arithmetic/03_File-comparison-operators.md	1	bash	25	50	24	MIXED	DESTRUCTIVE	1	11f154636e6a979b0565c55e5152439b977d9866
08_Conditional-Expressions-and-Arithmetic/04_String-operators.md	1	bash	28	48	19	NEUTRAL	RUNNABLE	1	d681cb63434e489e2b176154fcf6dfc758685268
08_Conditional-Expressions-and-Arithmetic/05_Pattern-matching-with.md	1	bash	31	36	4	NEUTRAL	RUNNABLE	1	e266955d3ff6583ca8248b39457dd96f49b4e46b
08_Conditional-Expressions-and-Arithmetic/05_Pattern-matching-with.md	2	bash	40	47	6	NEUTRAL	RUNNABLE	1	cdff4c037beb06a60b3b6e1c3d5a7ca100d0edf0
08_Conditional-Expressions-and-Arithmetic/06_Regex-matching-with.md	1	bash	23	31	7	NEUTRAL	RUNNABLE	1	a05c1633694e1bcb1ade7accd81551893106a956
08_Conditional-Expressions-and-Arithmetic/06_Regex-matching-with.md	2	bash	35	40	4	NEUTRAL	RUNNABLE	1	18206a2fcd2a59c163b73b3019b328dae1f729d1
08_Conditional-Expressions-and-Arithmetic/06_Regex-matching-with.md	3	bash	44	52	7	RIGHT	RUNNABLE	1	2ef7f13df12ddb84143f73e1df43d9c854475af1
08_Conditional-Expressions-and-Arithmetic/07_Logical-operators-and-grouping.md	1	bash	28	50	21	MIXED	RUNNABLE	0	4c14dc82171ac626330d4ad721991ab58b22687d
08_Conditional-Expressions-and-Arithmetic/08_Quoting-rules-inside.md	1	bash	27	56	28	NEUTRAL	RUNNABLE	1	cbdf3eca92d4aa3e92165491681374fccaf3f5e8
08_Conditional-Expressions-and-Arithmetic/09_Arithmetic-context.md	1	bash	15	22	6	NEUTRAL	RUNNABLE	1	11c661061d0ea81ce3c6320ae8e4de0ee8230564
08_Conditional-Expressions-and-Arithmetic/09_Arithmetic-context.md	2	bash	30	37	6	NEUTRAL	RUNNABLE	1	164f3297590c3d68787a69a233f4bf35a9e3695f
08_Conditional-Expressions-and-Arithmetic/09_Arithmetic-context.md	3	bash	43	49	5	RIGHT	RUNNABLE	0	6c8da2e874023dae539558ed55651c93785138cc
08_Conditional-Expressions-and-Arithmetic/11_Integer-types-overflow-base-prefixes.md	1	bash	25	51	25	RIGHT	RUNNABLE	1	673d07cbcf30734cc5a9494ead5a815e0c039687
08_Conditional-Expressions-and-Arithmetic/12_Floating-point-workarounds.md	1	bash	22	47	24	NEUTRAL	RUNNABLE	1	6abcd8ed92659577e6d0a90228e9f89953a3e449
08_Conditional-Expressions-and-Arithmetic/13_let-builtin.md	1	bash	23	46	22	MIXED	RUNNABLE	1	43d3e07cbd5ad0f925b55ea5977d7122090f1b75
09_Functions/01_Definition-syntax.md	1	bash	16	21	4	NEUTRAL	RUNNABLE	0	fb6155592523990539386fc468365fb54c1b288e
09_Functions/01_Definition-syntax.md	2	bash	40	50	9	NEUTRAL	RUNNABLE	1	47c60cc09be016b6eb8d487d1f8a3dc6b0dc8ef9
09_Functions/01_Definition-syntax.md	3	bash	64	70	5	NEUTRAL	RUNNABLE	1	d4db4fde10c4dc39d534f0d7f6aca1fb15ad5d9c
09_Functions/01_Definition-syntax.md	4	bash	85	91	5	NEUTRAL	RUNNABLE	0	e75bd2bc08bbe41c888a4022f594f091a6dfd0e8
09_Functions/02_Argument-passing.md	1	bash	33	44	10	NEUTRAL	RUNNABLE	1	f257b05fe9d16a4e6b845cd9ebd5b06f6a8e9408
09_Functions/02_Argument-passing.md	2	bash	56	70	13	WRONG	ANTIPATTERN	1	cce45abb405a9cfbf54fef65c9c1abc1098b28b8
09_Functions/02_Argument-passing.md	3	bash	83	89	5	RIGHT	RUNNABLE	0	b58fcae4672af6327074b438f68eda925f44ad60
09_Functions/02_Argument-passing.md	4	bash	106	121	14	NEUTRAL	RUNNABLE	0	454b504e7fcbfea229043980b8ed9f46f7567942
09_Functions/03_local-and-scope.md	1	bash	17	29	11	NEUTRAL	RUNNABLE	1	6767356044709a9d6bd96788bd418a22519a163b
09_Functions/03_local-and-scope.md	2	bash	43	54	10	NEUTRAL	RUNNABLE	1	c37e4ddb41571ce999b473e75c04f71faba3fcba
09_Functions/03_local-and-scope.md	3	bash	69	79	9	NEUTRAL	RUNNABLE	1	626f082b97b92ef657d685e2b1ab52edd255ec39
09_Functions/03_local-and-scope.md	4	bash	85	98	12	NEUTRAL	RUNNABLE	1	cc8596905743160766e378b0927392974a5ea748
09_Functions/03_local-and-scope.md	5	bash	111	127	15	NEUTRAL	RUNNABLE	1	715ad339453d49adacc101fcd3736d59f30e010b
09_Functions/04_Return-value-via-return-N.md	1	bash	25	38	12	NEUTRAL	RUNNABLE	1	5007dfa71c25d9b8d8edb663e0cfbb7edb02f30f
09_Functions/04_Return-value-via-return-N.md	2	bash	46	70	23	MIXED	RUNNABLE	0	bb0006dad5197f0da6ee07deb39b6da5eeb0f1ad
09_Functions/05_Communicating-results.md	1	bash	24	33	8	NEUTRAL	RUNNABLE	1	84ce2d2d9eccd35b52e41902877a58531da397f3
09_Functions/05_Communicating-results.md	2	bash	44	54	9	NEUTRAL	RUNNABLE	1	619a3975688b58c14145dc270e1abe559cc38a60
09_Functions/05_Communicating-results.md	3	bash	67	78	10	NEUTRAL	RUNNABLE	1	f73f3ff0e11a29fa5e66c16ae995373fc96ff6c6
09_Functions/05_Communicating-results.md	4	bash	91	101	9	WRONG	ANTIPATTERN	1	53ba61229971b292af4c83da33466edc1d49ec42
09_Functions/06_Recursion-and-FUNCNEST.md	1	bash	31	55	23	NEUTRAL	RUNNABLE	0	b655374422fb13e814bf3c69e02a7e5f46224076
09_Functions/07_Function-tracing.md	1	bash	30	53	22	NEUTRAL	RUNNABLE	1	3ba350c1f6a2eed3463d699464a520dc8d976a60
09_Functions/07_Function-tracing.md	2	NONE	57	66	8	NEUTRAL	FRAGMENT	0	f1f771eec0dd34e315b4e7205df3faad4d4b4fbc
09_Functions/08_Listing-and-inspecting-functions.md	1	bash	26	47	20	NEUTRAL	RUNNABLE	1	c56fb02e754fbd5813ab1110ad40d126d05452b8
09_Functions/09_Exporting-functions.md	1	bash	28	54	25	RIGHT	RUNNABLE	1	f53107aa2dc815af6a9a1d71a8eaac482ff194cb
09_Functions/11_Self-locating-with-BASH_SOURCE.md	1	bash	34	50	15	NEUTRAL	RUNNABLE	0	4a531c1dffadb3a9347b9a3c995822ff1c87cca1
09_Functions/11_Self-locating-with-BASH_SOURCE.md	2	bash	67	86	18	NEUTRAL	RUNNABLE	1	b9838838ea93513f4b26cee7f009df01d04b34c5
09_Functions/12_Calling-convention-discipline.md	1	bash	30	68	37	NEUTRAL	RUNNABLE	1	68695304fdd5b2f0096dd0e80ff43c5810ad5986
10_Sourcing-Libraries-and-Modules/01_source-semantics.md	1	bash	35	48	12	NEUTRAL	RUNNABLE	1	fab7a4333a97491978cc89efcd869a1022bf7165
10_Sourcing-Libraries-and-Modules/01_source-semantics.md	2	bash	65	82	16	NEUTRAL	RUNNABLE	1	aa4bf1a1ecf1276e490548b6af9f20e928a143e9
10_Sourcing-Libraries-and-Modules/01_source-semantics.md	3	bash	99	141	41	WRONG	ANTIPATTERN	0	3ef7f8a087e6ca9f4bafc6e0f451de5d415e0a54
10_Sourcing-Libraries-and-Modules/01_source-semantics.md	4	bash	160	169	8	NEUTRAL	RUNNABLE	1	9dc9d11a491de7227d613bc83660cbc73c4151cb
10_Sourcing-Libraries-and-Modules/02_The-BASH_SOURCE-array.md	1	bash	32	55	22	NEUTRAL	RUNNABLE	0	d74ff80d1c900dc8905d6d4088db19aa834392d3
10_Sourcing-Libraries-and-Modules/02_The-BASH_SOURCE-array.md	2	NONE	59	65	5	NEUTRAL	FRAGMENT	0	dc0389ac5f584ba630402d06d1000d4f021484df
10_Sourcing-Libraries-and-Modules/03_Self-locating-library-pattern.md	1	bash	7	10	2	NEUTRAL	RUNNABLE	0	04666f55e40b5324f64017c2df8d8593eed23122
10_Sourcing-Libraries-and-Modules/03_Self-locating-library-pattern.md	2	bash	29	58	28	NEUTRAL	RUNNABLE	1	9f72bad85e36df2ae3be01c4b603614461164220
10_Sourcing-Libraries-and-Modules/04_Idempotent-sourcing-guards.md	1	bash	9	12	2	NEUTRAL	RUNNABLE	0	5a70bec948e17e0ed4fbfe179eaf3bb3b3b2d225
10_Sourcing-Libraries-and-Modules/04_Idempotent-sourcing-guards.md	2	bash	28	51	22	NEUTRAL	RUNNABLE	1	6045138f575467cf635e96dcba2dcfac53b05b9d
10_Sourcing-Libraries-and-Modules/05_Namespace-prefixes.md	1	bash	27	68	40	NEUTRAL	RUNNABLE	1	d24da5bebb55785f1b488da30bb1ddf4f345d6d3
10_Sourcing-Libraries-and-Modules/06_Public-vs-private-conventions.md	1	bash	27	56	28	WRONG	ANTIPATTERN	0	a992bf7b1b6b0a844a7d48712018a007c7cbbbb4
10_Sourcing-Libraries-and-Modules/07_Version-negotiation.md	1	bash	8	18	9	NEUTRAL	RUNNABLE	0	da0b9e39ef8819f44bfbaebeaea8c6f06f0e8907
10_Sourcing-Libraries-and-Modules/07_Version-negotiation.md	2	bash	34	64	29	NEUTRAL	RUNNABLE	1	40d4f5881ccd6d2abb8430ad5b4e90ec77e5c267
10_Sourcing-Libraries-and-Modules/08_Lazy-and-conditional-loading.md	1	bash	19	29	9	NEUTRAL	RUNNABLE	0	3c907d73ed36e1db587055c0e27c8daecbb0d116
10_Sourcing-Libraries-and-Modules/08_Lazy-and-conditional-loading.md	2	bash	49	64	14	WRONG	ANTIPATTERN	1	17e6c76ea743b01a24015f2e18695d2013ab9980
10_Sourcing-Libraries-and-Modules/08_Lazy-and-conditional-loading.md	3	bash	73	88	14	RIGHT	RUNNABLE	1	3c7893a501c2697aefbc063cfb7e8b77a0fb500c
10_Sourcing-Libraries-and-Modules/08_Lazy-and-conditional-loading.md	4	bash	110	120	9	NEUTRAL	RUNNABLE	0	e21db9b2954b89660d71e492e1841bac720b1987
10_Sourcing-Libraries-and-Modules/09_Cross-shell-sourcing-pitfalls.md	1	bash	26	50	23	NEUTRAL	RUNNABLE	0	b1aa06f11611bfd115fcd0acad2921ec05294b9c
10_Sourcing-Libraries-and-Modules/10_API-design.md	1	bash	29	83	53	NEUTRAL	RUNNABLE	0	41e5af75d3530645950fe70c1c242acc65ca9d11
