path	disposition	target_lines	required_examples	priority	notes
docs/BCS-Bash-Ref/19_Performance/06_EPOCHREALTIME-for-sub-second-timing.md	KEEP	60	1	P3	avoid forking bc; show printf %s arithmetic for delta
docs/BCS-Bash-Ref/19_Performance/07_Common-optimisations.md	KEEP	14	0	P3	concise checklist with cross-refs to following chapters
docs/BCS-Bash-Ref/19_Performance/08_Parameter-expansion-vs-external-commands.md	KEEP	19	1	P3	table-driven cheat-card with embedded benchmark math
docs/BCS-Bash-Ref/19_Performance/09_Pipes-vs-redirection.md	KEEP	50	1	P3	add tee replacement example and pipefail-with-tee gotcha
docs/BCS-Bash-Ref/19_Performance/10_Builtins-vs-externals.md	KEEP	17	0	P3	external-to-builtin replacement table is the reference
docs/BCS-Bash-Ref/19_Performance/11_Bash-5.3-no-fork-command-substitution.md	KEEP	60	1	P3	add a contrast example showing variable-leak side-effect
docs/BCS-Bash-Ref/19_Performance/12_Memory-considerations.md	KEEP	70	1	P3	add bash internals reference and stream-vs-slurp example
docs/BCS-Bash-Ref/19_Performance/13_When-Bash-is-the-wrong-tool.md	KEEP	14	0	P3	concise heuristics list appropriate as advisory
docs/BCS-Bash-Ref/20_Security/index.md	KEEP	31	0	P1	chapter index complete with orientation prose
docs/BCS-Bash-Ref/20_Security/01_Threat-model.md	KEEP	160	1	P1	threat-model chapter must be authoritative; expand each class with one concrete vector
docs/BCS-Bash-Ref/20_Security/02_PATH-hardening.md	KEEP	80	1	P1	example present; add note on inherited PATH from sudo / sudo -i and IFS interaction
docs/BCS-Bash-Ref/20_Security/03_IFS-reset.md	KEEP	80	1	P1	add IFS-injection demo and save/restore pattern fully written out
docs/BCS-Bash-Ref/20_Security/04_eval-avoidance.md	KEEP	160	2	P1	must show concrete injection-via-eval before-and-after with nameref/declare -A replacement
docs/BCS-Bash-Ref/20_Security/05_Command-injection-vectors.md	KEEP	200	3	P1	bullet list undersells; needs annotated vulnerable / fixed pairs for each vector class and allow-list pattern
docs/BCS-Bash-Ref/20_Security/06_Input-validation.md	KEEP	150	2	P1	add full validator function template and rejection examples for filename traversal
docs/BCS-Bash-Ref/20_Security/07_Quoting-under-set-u.md	KEEP	70	1	P1	add demonstration of set -u trap with arr[@]:- and ${1:-} pattern in argv parser
docs/BCS-Bash-Ref/20_Security/08_SUID-restrictions.md	KEEP	130	2	P1	must include sudoers NOPASSWD example and the C-wrapper exec template
docs/BCS-Bash-Ref/20_Security/09_Secrets-handling.md	KEEP	180	2	P1	add set +x scoped-disable example around secret use and process-arg leak demonstration
docs/BCS-Bash-Ref/20_Security/10_noclobber.md	KEEP	60	1	P1	add the canonical exclusive-create lockfile example with PID writeback
docs/BCS-Bash-Ref/20_Security/11_Privilege-drop.md	KEEP	160	2	P1	expand sudo -u / setpriv with capability-drop example and EUID re-acquire pattern
docs/BCS-Bash-Ref/20_Security/12_Sanitising-filenames.md	KEEP	150	2	P1	add full sanitiser function and realpath -- canonicalisation example
docs/BCS-Bash-Ref/20_Security/13_Symlink-races.md	KEEP	160	2	P1	mktemp -d wrapper pattern essential; show full create + trap cleanup with O_NOFOLLOW alternative via python helper
docs/BCS-Bash-Ref/20_Security/14_Restricted-shell-mode.md	KEEP	70	1	P1	add a worked rbash escape demonstration and reinforce not a security boundary
docs/BCS-Bash-Ref/06_Redirection-and-Pipelines/index.md	KEEP	35	0	P2	Part landing page; Chapter TOC adequate
docs/BCS-Bash-Ref/06_Redirection-and-Pipelines/01_The-fd-table-from-Bashs-perspective.md	KEEP	60	1	P2	Recap of fd table; needs syscall-trace mini-example and §1.2 backref
docs/BCS-Bash-Ref/06_Redirection-and-Pipelines/02_Input-redirection.md	KEEP	55	1	P2	Operator cheatsheet; one composite example showing fd 3 read suffices
docs/BCS-Bash-Ref/06_Redirection-and-Pipelines/03_Output-redirection.md	KEEP	60	1	P2	Operator cheatsheet; show noclobber plus append plus &> precedence
docs/BCS-Bash-Ref/06_Redirection-and-Pipelines/04_Stderr-redirection-and-merging.md	KEEP	130	2	P2	Order-of-evaluation gotcha needs side-by-side stdout/stderr trace example
docs/BCS-Bash-Ref/06_Redirection-and-Pipelines/05_Reading-and-writing.md	KEEP	100	1	P2	Thin; <> is rarely-used and needs concrete read-modify-write demo
docs/BCS-Bash-Ref/06_Redirection-and-Pipelines/06_Duplicating-fds.md	KEEP	150	2	P2	Save-restore-stdout dance is canonical; needs full worked example
docs/BCS-Bash-Ref/06_Redirection-and-Pipelines/07_Moving-and-closing-fds.md	KEEP	120	2	P2	Atomic move semantics need demo; close-then-write SIGPIPE behaviour deserves example
docs/BCS-Bash-Ref/06_Redirection-and-Pipelines/08_Here-documents.md	KEEP	170	3	P2	Quoted vs unquoted delim and <<- tab-strip are semantic landmines requiring multiple examples
docs/BCS-Bash-Ref/06_Redirection-and-Pipelines/09_Here-strings.md	KEEP	100	2	P2	Trailing-newline gotcha and read idiom must be shown with exact byte-level trace
docs/BCS-Bash-Ref/06_Redirection-and-Pipelines/10_Process-substitution-as-redirection.md	KEEP	160	3	P2	Lifetime stub left as TODO; tee-split-stdout-stderr idiom needs full example
docs/BCS-Bash-Ref/06_Redirection-and-Pipelines/11_Order-of-evaluation.md	KEEP	120	2	P2	The notorious >file 2>&1 vs 2>&1 >file rule needs evaluative trace
docs/BCS-Bash-Ref/06_Redirection-and-Pipelines/12_exec-for-fd-manipulation.md	KEEP	180	3	P2	exec save/restore/varredir_close semantics critical; thin coverage of two distinct exec modes
docs/BCS-Bash-Ref/06_Redirection-and-Pipelines/13_Pipelines.md	KEEP	140	2	P2	No code at all; PIPESTATUS demonstration mandatory in a reference
docs/BCS-Bash-Ref/06_Redirection-and-Pipelines/14_Stderr-pipelines.md	KEEP	60	1	P2	|& shorthand; one example showing 2>&1 equivalence sufficient
docs/BCS-Bash-Ref/06_Redirection-and-Pipelines/15_pipefail-semantics.md	KEEP	150	2	P2	Strict-mode trio is foundational; PIPESTATUS plus errexit interaction needs traces
docs/BCS-Bash-Ref/06_Redirection-and-Pipelines/16_lastpipe-semantics.md	KEEP	130	2	P2	Job-control gating subtle; needs demonstration both with and without set +m
docs/BCS-Bash-Ref/07_Control-Flow-and-Compound-Commands/index.md	KEEP	30	0	P2	Part landing page adequate
docs/BCS-Bash-Ref/07_Control-Flow-and-Compound-Commands/01_Compound-command-overview.md	KEEP	70	1	P2	Enumeration off (lists 7 forms then names 10); fix count and add backref example
docs/BCS-Bash-Ref/07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	KEEP	120	2	P2	Zero code in code-free Part; needs canonical if/elif/else example with errexit interaction
docs/BCS-Bash-Ref/07_Control-Flow-and-Compound-Commands/03_caseesac.md	KEEP	160	3	P2	Fall-through forms ;& ;;& never demonstrated; extglob example needed
docs/BCS-Bash-Ref/07_Control-Flow-and-Compound-Commands/04_for-x-in-list.md	KEEP	110	2	P2	Word-splitting/glob-expansion of list is reference-critical; needs array-iteration example
docs/BCS-Bash-Ref/07_Control-Flow-and-Compound-Commands/05_C-style-for.md	KEEP	100	2	P2	Indexed iteration idiom and infinite loop need worked code
docs/BCS-Bash-Ref/07_Control-Flow-and-Compound-Commands/06_whileuntil.md	KEEP	130	2	P2	while read -r idiom and subshell pitfall demand full example with process substitution
docs/BCS-Bash-Ref/07_Control-Flow-and-Compound-Commands/07_select.md	KEEP	110	2	P2	Interactive menu mechanics opaque without demonstration of PS3 and REPLY
docs/BCS-Bash-Ref/07_Control-Flow-and-Compound-Commands/08_Subshell-grouping.md	KEEP	120	2	P2	cd-in-subshell and BASH_SUBSHELL behaviour need traces
docs/BCS-Bash-Ref/07_Control-Flow-and-Compound-Commands/09_Brace-grouping.md	KEEP	100	2	P2	Required spaces and trailing semicolon are syntactic landmines; redirection grouping needs demo
docs/BCS-Bash-Ref/07_Control-Flow-and-Compound-Commands/10_and-short-circuits.md	KEEP	140	2	P2	The cmd1 && cmd2 || cmd3 misconception is reference-critical; needs trace
docs/BCS-Bash-Ref/07_Control-Flow-and-Compound-Commands/11_break-and-continue.md	KEEP	70	1	P2	Cheatsheet OK; needs nested-loop break N example
docs/BCS-Bash-Ref/07_Control-Flow-and-Compound-Commands/12_return.md	KEEP	80	1	P2	Mostly clear; needs return-from-sourced-file demonstration and strict-mode framing
docs/BCS-Bash-Ref/07_Control-Flow-and-Compound-Commands/13_exit.md	KEEP	70	1	P2	Subshell-exit subtlety needs example; EXIT trap interaction worth a code block
docs/BCS-Bash-Ref/07_Control-Flow-and-Compound-Commands/14_true-false.md	KEEP	75	1	P2	Cheatsheet adequate; one : ${VAR:=default} example clarifies side-effect idiom
docs/BCS-Bash-Ref/08_Conditional-Expressions-and-Arithmetic/index.md	KEEP	30	0	P2	Part landing page adequate
docs/BCS-Bash-Ref/08_Conditional-Expressions-and-Arithmetic/01_overview.md	KEEP	120	2	P2	Reserved-word parsing semantics need demonstration; quoting-on-RHS rules need worked example
docs/BCS-Bash-Ref/08_Conditional-Expressions-and-Arithmetic/02_File-test-operators.md	KEEP	35	0	P2	Cheat-sheet table; complete and reference-grade as-is
docs/BCS-Bash-Ref/08_Conditional-Expressions-and-Arithmetic/03_File-comparison-operators.md	KEEP	50	1	P2	Pitfall about missing files needs demonstration
docs/BCS-Bash-Ref/08_Conditional-Expressions-and-Arithmetic/04_String-operators.md	KEEP	60	1	P2	Mostly cheatsheet; -v on array element is non-obvious and needs example
docs/BCS-Bash-Ref/08_Conditional-Expressions-and-Arithmetic/05_Pattern-matching-with.md	KEEP	100	2	P2	Glob-vs-literal RHS quoting is reference-critical; extglob example needed
docs/BCS-Bash-Ref/08_Conditional-Expressions-and-Arithmetic/06_Regex-matching-with.md	KEEP	150	3	P2	BASH_REMATCH plus quoting-changes-semantics rule are landmines; multiple examples mandatory
docs/BCS-Bash-Ref/08_Conditional-Expressions-and-Arithmetic/07_Logical-operators-and-grouping.md	KEEP	60	1	P2	Precedence cheat-sheet; one combined-test example sufficient
docs/BCS-Bash-Ref/08_Conditional-Expressions-and-Arithmetic/08_Quoting-rules-inside.md	KEEP	70	1	P2	Quoting subtleties need a paired matrix example showing harmless/required/wrong
docs/BCS-Bash-Ref/08_Conditional-Expressions-and-Arithmetic/09_Arithmetic-context.md	KEEP	110	2	P2	Errexit-pitfall with ((count++)) is critical strict-mode interaction; needs traceable example
docs/BCS-Bash-Ref/08_Conditional-Expressions-and-Arithmetic/10_Arithmetic-operators-and-precedence.md	KEEP	35	0	P2	Operator table adequate; cross-ref to Appendix H is sufficient
docs/BCS-Bash-Ref/08_Conditional-Expressions-and-Arithmetic/11_Integer-types-overflow-base-prefixes.md	KEEP	55	1	P2	Examples already inline as values; one wrap-around demo would solidify
docs/BCS-Bash-Ref/08_Conditional-Expressions-and-Arithmetic/12_Floating-point-workarounds.md	KEEP	60	1	P2	Workaround menu fine; one cents-vs-dollars currency example clarifies
docs/BCS-Bash-Ref/08_Conditional-Expressions-and-Arithmetic/13_let-builtin.md	KEEP	50	1	P2	Last-expression-zero exit gotcha needs demonstration
docs/BCS-Bash-Ref/08_Conditional-Expressions-and-Arithmetic/14_The-deprecated-and-test.md	KEEP	25	0	P2	Deprecated-warning content adequate; do not encourage with examples
docs/BCS-Bash-Ref/09_Functions/index.md	KEEP	28	0	P2	Part landing page adequate
docs/BCS-Bash-Ref/09_Functions/01_Definition-syntax.md	KEEP	120	2	P2	Subshell-body form and trailing redirection are reference-critical; needs side-by-side definition examples
docs/BCS-Bash-Ref/09_Functions/02_Argument-passing.md	KEEP	130	2	P2	Default and required-arg idioms widely used; forwarding $@ vs $* needs trace
docs/BCS-Bash-Ref/09_Functions/03_local-and-scope.md	KEEP	160	3	P2	Dynamic scope plus local - plus nameref interaction is heavy semantic load; multiple examples needed
docs/BCS-Bash-Ref/09_Functions/04_Return-value-via-return-N.md	KEEP	70	1	P2	Mostly clear; one wrap-on-256 demonstration plus return-vs-exit example
docs/BCS-Bash-Ref/09_Functions/05_Communicating-results.md	KEEP	150	3	P2	Four-mechanism trade-off central to BCS function design; each path needs example
docs/BCS-Bash-Ref/09_Functions/06_Recursion-and-FUNCNEST.md	KEEP	90	1	P2	One recursive tree-walk example with FUNCNEST cap demonstration
docs/BCS-Bash-Ref/09_Functions/07_Function-tracing.md	KEEP	80	1	P2	DEBUG/RETURN/ERR trap inheritance needs one demonstration
docs/BCS-Bash-Ref/09_Functions/08_Listing-and-inspecting-functions.md	KEEP	65	1	P2	declare -F/-f cheat-sheet OK; one extdebug-on inspection example
docs/BCS-Bash-Ref/09_Functions/09_Exporting-functions.md	KEEP	70	1	P2	Shellshock context worth more cross-refs; one export-and-receive example
docs/BCS-Bash-Ref/09_Functions/10_Naming-conventions.md	KEEP	35	0	P2	Convention list adequate; cross-refs to BCS sufficient
docs/BCS-Bash-Ref/09_Functions/11_Self-locating-with-BASH_SOURCE.md	KEEP	120	2	P2	Self-location idiom is canonical; full lib_dir derivation plus FUNCNAME pairing example needed
docs/BCS-Bash-Ref/09_Functions/12_Calling-convention-discipline.md	KEEP	75	1	P2	Style guidance terse; one pure-function vs side-effecting comparison
docs/BCS-Bash-Ref/10_Sourcing-Libraries-and-Modules/index.md	KEEP	28	0	P2	Part landing page adequate
docs/BCS-Bash-Ref/10_Sourcing-Libraries-and-Modules/01_source-semantics.md	KEEP	130	2	P2	set -e propagation and return-vs-exit semantics are strict-mode landmines requiring trace examples
docs/BCS-Bash-Ref/10_Sourcing-Libraries-and-Modules/02_The-BASH_SOURCE-array.md	KEEP	75	1	P2	Array semantics need one walk-the-stack example
docs/BCS-Bash-Ref/10_Sourcing-Libraries-and-Modules/03_Self-locating-library-pattern.md	KEEP	70	1	P2	Already has canonical example; one symlink-resolution demonstration solidifies
docs/BCS-Bash-Ref/10_Sourcing-Libraries-and-Modules/04_Idempotent-sourcing-guards.md	KEEP	65	1	P2	Guard pattern shown; one demonstration of double-source no-op
docs/BCS-Bash-Ref/10_Sourcing-Libraries-and-Modules/05_Namespace-prefixes.md	KEEP	70	1	P2	One full mylib::function definition plus invocation example
docs/BCS-Bash-Ref/10_Sourcing-Libraries-and-Modules/06_Public-vs-private-conventions.md	KEEP	60	1	P2	Convention list OK; library-header documentation example would seal
docs/BCS-Bash-Ref/10_Sourcing-Libraries-and-Modules/07_Version-negotiation.md	KEEP	90	1	P2	Existing example good; semver-feature-detection variant would extend
docs/BCS-Bash-Ref/10_Sourcing-Libraries-and-Modules/08_Lazy-and-conditional-loading.md	KEEP	120	2	P2	declare -g pitfall is critical strict-mode interaction; needs traceable example
docs/BCS-Bash-Ref/10_Sourcing-Libraries-and-Modules/09_Cross-shell-sourcing-pitfalls.md	KEEP	85	1	P2	Detection idiom shown; one refuse-to-load guard plus a sh-mode-trap example
docs/BCS-Bash-Ref/10_Sourcing-Libraries-and-Modules/10_API-design.md	KEEP	95	1	P2	Design-rules list good; one canonical small-library skeleton example
docs/BCS-Bash-Ref/10_Sourcing-Libraries-and-Modules/11_Distribution-and-installation.md	KEEP	100	1	P2	FHS layout list good; one Makefile install-target example would anchor
docs/BCS-Bash-Ref/21_Static-Analysis-Formatting-and-Testing/01_ShellCheck-warnings.md	KEEP	90	1	P2	bullets cover the right ground; needs a sample shellcheck JSON output and a CI gate snippet
docs/BCS-Bash-Ref/21_Static-Analysis-Formatting-and-Testing/02_ShellCheck-directives.md	KEEP	60	1	P2	directive forms listed; add a multi-code disable example and a file-level shell=bash example
docs/BCS-Bash-Ref/21_Static-Analysis-Formatting-and-Testing/03_Source-path-management.md	KEEP	70	1	P2	add a SCRIPTDIR sourcing example tied to BCS canonical SCRIPT_DIR pattern
docs/BCS-Bash-Ref/21_Static-Analysis-Formatting-and-Testing/04_shfmt.md	KEEP	70	1	P2	short cheatsheet acceptable; add an .editorconfig-style flags snippet and pre-commit hook example
docs/BCS-Bash-Ref/21_Static-Analysis-Formatting-and-Testing/05_bcscheck.md	KEEP	90	1	P2	add a sample bcscheck invocation with -j and inline #bcscheck disable= example tied to BCS0### codes
docs/BCS-Bash-Ref/21_Static-Analysis-Formatting-and-Testing/06_Pre-commit-hooks.md	KEEP	120	2	P2	needs a complete .pre-commit-config.yaml with shellcheck/shfmt/bcscheck stanzas; bullets alone insufficient
docs/BCS-Bash-Ref/21_Static-Analysis-Formatting-and-Testing/07_CI-integration.md	KEEP	160	2	P2	needs an actual GitHub Actions YAML workflow and a GitLab .gitlab-ci.yml snippet; this is a recipes chapter
docs/BCS-Bash-Ref/21_Static-Analysis-Formatting-and-Testing/08_bats-core.md	KEEP	140	2	P2	needs a complete .bats file showing @test setup teardown run assertions; foundational for testing literacy
docs/BCS-Bash-Ref/21_Static-Analysis-Formatting-and-Testing/09_Bats-setup-and-teardown.md	KEEP	90	1	P2	add a worked setup_file vs setup example demonstrating shared vs per-test state
docs/BCS-Bash-Ref/21_Static-Analysis-Formatting-and-Testing/10_Bats-run-and-assertions.md	KEEP	130	2	P2	needs run/$status/$output assertion examples; key reader payload missing
docs/BCS-Bash-Ref/21_Static-Analysis-Formatting-and-Testing/11_Mocking-via-PATH-injection.md	KEEP	28	1	P2	already has working code example and clear bullets; satisfactory as cheatsheet
docs/BCS-Bash-Ref/21_Static-Analysis-Formatting-and-Testing/12_shunit2.md	KEEP	12	0	P2	correctly minimal; shunit2 is intentionally a deferred secondary framework
docs/BCS-Bash-Ref/21_Static-Analysis-Formatting-and-Testing/13_Coverage-with-kcov.md	KEEP	70	1	P2	add a kcov+bats invocation and sample coverage threshold gate
docs/BCS-Bash-Ref/21_Static-Analysis-Formatting-and-Testing/index.md	KEEP	30	0	P2	complete chapter list with prev/next nav
docs/BCS-Bash-Ref/22_Idioms-Patterns-and-Anti-Patterns/01_The-strict-mode-preamble.md	KEEP	20	1	P1	canonical preamble with code block and explanatory bullets; matches BCS Section 1
docs/BCS-Bash-Ref/22_Idioms-Patterns-and-Anti-Patterns/02_Self-locating-script-directory.md	KEEP	18	1	P1	BCS-canonical realpath idiom with code block; complete
docs/BCS-Bash-Ref/22_Idioms-Patterns-and-Anti-Patterns/03_Argument-parsing-skeleton.md	KEEP	200	2	P1	stub; defers to §15.4 but the canonical hand-rolled parser must be inlined here for self-containment
docs/BCS-Bash-Ref/22_Idioms-Patterns-and-Anti-Patterns/04_Default-value-patterns.md	KEEP	60	1	P1	add a code block showing all four forms side-by-side with their unset/empty-string distinctions
docs/BCS-Bash-Ref/22_Idioms-Patterns-and-Anti-Patterns/05_Lazy-initialisation.md	KEEP	20	1	P1	concise pattern with code block and scope caveat; complete
docs/BCS-Bash-Ref/22_Idioms-Patterns-and-Anti-Patterns/06_Memoisation.md	KEEP	22	1	P1	complete with code block and the +set test idiom for unset-vs-empty discrimination
docs/BCS-Bash-Ref/22_Idioms-Patterns-and-Anti-Patterns/07_Iterating-an-associative-array-deterministically.md	KEEP	16	1	P1	complete idiom with sort flags note and performance caveat
docs/BCS-Bash-Ref/22_Idioms-Patterns-and-Anti-Patterns/08_Building-structured-output.md	KEEP	70	2	P1	bullets cover ground but add code blocks for tsv/csv/jq-built JSON; CSV quoting deserves a dedicated example
docs/BCS-Bash-Ref/22_Idioms-Patterns-and-Anti-Patterns/09_Reading-config-files-safely.md	KEEP	24	1	P1	full read_conf function with key whitelisting prose; matches BCS read_conf pattern
docs/BCS-Bash-Ref/22_Idioms-Patterns-and-Anti-Patterns/10_Atomic-file-write.md	KEEP	140	2	P1	reclassified ENRICH→PROMOTE under Decision 3 (2026-05-03); inline mktemp+mv idiom rather than defer to §12.15
docs/BCS-Bash-Ref/22_Idioms-Patterns-and-Anti-Patterns/11_Exclusive-lock.md	KEEP	140	2	P1	reclassified ENRICH→PROMOTE under Decision 3 (2026-05-03); inline exec 9+flock idiom rather than defer to §12.14
docs/BCS-Bash-Ref/22_Idioms-Patterns-and-Anti-Patterns/12_Bounded-retry-with-exponential-backoff.md	KEEP	28	1	P1	complete retry function with jitter caveat; one of strongest leaves in shard
docs/BCS-Bash-Ref/22_Idioms-Patterns-and-Anti-Patterns/13_Tempdir-lifecycle.md	KEEP	140	2	P1	reclassified ENRICH→PROMOTE under Decision 3 (2026-05-03); inline mktemp -d + trap EXIT idiom rather than defer to §12.13
docs/BCS-Bash-Ref/22_Idioms-Patterns-and-Anti-Patterns/14_Mock-friendly-subprocess-wrapper.md	KEEP	14	1	P1	short but complete with the command-prefix idiom and tested rationale
docs/BCS-Bash-Ref/22_Idioms-Patterns-and-Anti-Patterns/15_Stack-trace-error-reporter.md	KEEP	150	1	P1	defers to §13.12 but a canonical stack-trace function is the headline of an idioms chapter and must be inlined
docs/BCS-Bash-Ref/22_Idioms-Patterns-and-Anti-Patterns/16_Self-test-mode-dual-purpose-script.md	KEEP	18	1	P1	complete dual-purpose pattern with code block and BASH_SOURCE rationale
docs/BCS-Bash-Ref/22_Idioms-Patterns-and-Anti-Patterns/17_Anti-patterns-catalogue.md	KEEP	26	0	P1	exemplary catalogue; 18 anti-patterns each with right-way; benchmark for the corpus
docs/BCS-Bash-Ref/22_Idioms-Patterns-and-Anti-Patterns/index.md	KEEP	34	0	P1	complete with all 17 chapter links and orientation prose
docs/BCS-Bash-Ref/23_POSIX-Conformance-and-Portability/01_Bash-vs-POSIX-sh.md	KEEP	22	0	P3	complete bashism enumeration appropriate as cheatsheet; n-a for examples
docs/BCS-Bash-Ref/23_POSIX-Conformance-and-Portability/02_The-bashisms-list.md	KEEP	18	0	P3	tight bashism-vs-sh contrasts; cheatsheet style appropriate
docs/BCS-Bash-Ref/23_POSIX-Conformance-and-Portability/03_Bash-vs-dash.md	KEEP	50	1	P3	add checkbashisms invocation and a worked dash-vs-bash failure example
docs/BCS-Bash-Ref/23_POSIX-Conformance-and-Portability/04_Bash-vs-ksh.md	KEEP	12	0	P3	historical context bullets sufficient; specialist topic
docs/BCS-Bash-Ref/23_POSIX-Conformance-and-Portability/05_Bash-vs-zsh.md	KEEP	60	1	P3	add a KSH_ARRAYS demo and a word-splitting contrast example; users hit these
docs/BCS-Bash-Ref/23_POSIX-Conformance-and-Portability/06_Bash-3.2-on-macOS.md	KEEP	11	0	P3	complete; cheatsheet is appropriate response
docs/BCS-Bash-Ref/23_POSIX-Conformance-and-Portability/07_BSD-sh.md	KEEP	11	0	P3	terse and accurate; specialist niche
docs/BCS-Bash-Ref/23_POSIX-Conformance-and-Portability/08_posix-mode.md	KEEP	11	0	P3	short but complete; deeper treatment lives in §23.9
docs/BCS-Bash-Ref/23_POSIX-Conformance-and-Portability/09_shopt-compatibility-levels.md	KEEP	11	0	P3	correct guidance to avoid; cross-ref intact
docs/BCS-Bash-Ref/23_POSIX-Conformance-and-Portability/10_When-to-write-portable-sh.md	KEEP	12	0	P3	bullet enumeration of use cases is the right form
docs/BCS-Bash-Ref/23_POSIX-Conformance-and-Portability/11_Forward-compatibility-hygiene.md	KEEP	12	0	P3	rule-based hygiene list; cheatsheet appropriate
docs/BCS-Bash-Ref/23_POSIX-Conformance-and-Portability/12_Targeting-multiple-Bash-versions.md	KEEP	50	1	P3	add a BASH_VERSINFO version-gate code block; this is the chapter's actionable payload
docs/BCS-Bash-Ref/23_POSIX-Conformance-and-Portability/index.md	KEEP	30	0	P3	complete chapter index with nav
docs/BCS-Bash-Ref/24_Bash-Internals/01_The-execution-pipeline.md	KEEP	80	1	P3	the 10-step pipeline is right; add a tiny illustrative xtrace transcript anchoring each step
docs/BCS-Bash-Ref/24_Bash-Internals/02_The-bison-grammar.md	KEEP	12	0	P3	correct specialist briefing; deeper treatment lives in source repo
docs/BCS-Bash-Ref/24_Bash-Internals/03_Variable-storage.md	KEEP	13	0	P3	hash-table briefing accurate at this depth; further detail belongs to source code
docs/BCS-Bash-Ref/24_Bash-Internals/04_Function-storage.md	KEEP	12	0	P3	the global-table fact is the load-bearing point; appropriately terse
docs/BCS-Bash-Ref/24_Bash-Internals/05_The-job-table.md	KEEP	11	0	P3	cheatsheet appropriate
docs/BCS-Bash-Ref/24_Bash-Internals/06_The-trap-table.md	KEEP	11	0	P3	briefing is accurate at this depth; pseudo-signal note is the key fact
docs/BCS-Bash-Ref/24_Bash-Internals/07_The-execution-environment.md	KEEP	16	0	P3	enumeration of inherited components is the chapter's payload
docs/BCS-Bash-Ref/24_Bash-Internals/08_Subshell-forking.md	KEEP	60	1	P3	add a tiny BASHPID/BASH_SUBSHELL demo to make the COW semantics concrete
docs/BCS-Bash-Ref/24_Bash-Internals/09_Builtin-loadables.md	KEEP	50	1	P3	add an enable -f invocation example pointing at a stock loadable like sleep or mkdir
docs/BCS-Bash-Ref/24_Bash-Internals/10_Reading-the-bash-source.md	KEEP	12	0	P3	source-tour pointers are accurate and load-bearing; appropriate brevity
docs/BCS-Bash-Ref/24_Bash-Internals/index.md	KEEP	27	0	P3	complete chapter index
docs/BCS-Bash-Ref/25_Bash-5.3-and-the-Future/01_No-fork-command-substitution-cmd.md	KEEP	60	1	P3	add a worked ${ cmd; } vs $(cmd) timing example demonstrating the side-effect-persistence distinction
docs/BCS-Bash-Ref/25_Bash-5.3-and-the-Future/02_Other-Bash-5.3-additions.md	KEEP	12	0	P3	stub-by-design; correctly defers to NEWS file
docs/BCS-Bash-Ref/25_Bash-5.3-and-the-Future/03_Release-cadence.md	KEEP	11	0	P3	historical fact; cheatsheet appropriate
docs/BCS-Bash-Ref/25_Bash-5.3-and-the-Future/04_Roadmap-signals.md	KEEP	13	0	P3	forward-looking commentary; bullet form correct
docs/BCS-Bash-Ref/25_Bash-5.3-and-the-Future/05_Forward-compatibility-considerations.md	KEEP	12	0	P3	overlap with §23.11 is intentional reinforcement; brief is right
docs/BCS-Bash-Ref/25_Bash-5.3-and-the-Future/index.md	KEEP	22	0	P3	complete chapter index
docs/BCS-Bash-Ref/99_Appendices/A_Builtin-Reference-alphabetical.md	KEEP	57	0	P1	all bash 5.2 builtins listed alphabetically with cross-refs; complete reference table
docs/BCS-Bash-Ref/99_Appendices/B_Special-Parameters-Reference.md	KEEP	17	0	P1	all 10 special parameters present in canonical table form
docs/BCS-Bash-Ref/99_Appendices/C_Shell-Variables-Reference.md	KEEP	50	0	P1	major variables present but list-form rather than table; missing some (TIMEFORMAT FUNCNEST POSIXLY_CORRECT-on-strict reject); convert to table with type/scope columns
docs/BCS-Bash-Ref/99_Appendices/D_set-Options-Reference.md	KEEP	28	0	P1	complete short/long/effect table; matches bash(1) set -o list
docs/BCS-Bash-Ref/99_Appendices/E_shopt-Options-Reference.md	KEEP	70	0	P1	major options listed but list-not-table; convert to two-column table with default-state column for clarity
docs/BCS-Bash-Ref/99_Appendices/F_ANSI-C-Escape-Sequences.md	KEEP	24	0	P1	complete escape table including \uHHHH and \cX
docs/BCS-Bash-Ref/99_Appendices/G_Glob-and-Extglob-Patterns.md	KEEP	21	0	P1	complete glob and extglob patterns plus POSIX class names
docs/BCS-Bash-Ref/99_Appendices/H_Conditional-Expression-Operators.md	KEEP	53	0	P1	complete file/string/numeric operator tables; canonical reference
docs/BCS-Bash-Ref/99_Appendices/I_Parameter-Expansion-Cheat-Sheet.md	KEEP	41	0	P1	exhaustive expansion forms including @-transformations; benchmark appendix
docs/BCS-Bash-Ref/99_Appendices/J_Redirection-Operators.md	KEEP	27	0	P1	complete redirection-operator table including process substitution and fd close/move forms
docs/BCS-Bash-Ref/99_Appendices/K_Signal-Numbers-Linux.md	KEEP	41	0	P1	full Linux x86-64 signal map with default actions
docs/BCS-Bash-Ref/99_Appendices/L_Exit-Code-Conventions.md	KEEP	22	0	P1	BCS conventions plus sysexits.h block; complete
docs/BCS-Bash-Ref/99_Appendices/M_Bash-Version-History.md	KEEP	20	0	P1	full version timeline 1.0 through 5.3 with notable additions
docs/BCS-Bash-Ref/99_Appendices/N_Glossary.md	KEEP	49	0	P1	~45 glossary entries covering the core vocabulary; one-line definitions appropriate
